#GENE	ALL_0.1%	%ALL_0.1%
FAM75A2	NA	NA
FAM75A3	NA	NA
FAM75A5	NA	NA
FAM75A6	NA	NA
FAM75A7	NA	NA
FAM75D1	0.57	81.74
FAM75E1	3.56	99.51
FAM76A	-0.16	41.25
FAM76B	-0.03	51.4
FAM78A	-0.43	25.15
FAM78B	-0.36	28.63
FAM81A	-0.25	35.75
FAM81B	0.44	77.85
FAM82A1	0.85	88.5
FAM82A2	-0.43	25.37
FAM82B	-0.09	46.74
FAM83A	0.84	88.3
FAM83B	-0.48	22.82
FAM83C	-0.1	45.66
FAM83D	0.37	75.43
FAM83E	NA	NA
FAM83F	0.35	74.58
FAM83G	-0.04	50.52
FAM83H	NA	NA
FAM84A	-0.08	47.79
FAM84B	NA	NA
FAM86A	1.62	96.01
FAM86B1	NA	NA
FAM86B2	NA	NA
FAM86C1	0.51	80.01
FAM89A	NA	NA
FAM89B	NA	NA
FAM8A1	NA	NA
FAM90A1	1.98	97.62
FAM91A1	-0.62	17.31
FAM92A1	0.33	73.11
FAM92B	0.4	76.31
FAM96A	-0.14	42.88
FAM96B	0.01	54.63
FAM98A	0.13	63.49
FAM98B	-0.36	28.63
FAM98C	0.73	86.17
FAM9A	0.28	71.27
FAM9B	0.04	56.64
FAM9C	-0.21	38.28
FAN1	0.28	70.76
FANCA	-0.1	45.67
FANCB	-0.4	26.85
FANCC	0.35	74.58
FANCD2	-0.92	9.79
FANCE	-0.31	32.06
FANCF	-0.02	52.09
FANCG	0.78	87.14
FANCI	-0.12	44.54
FANCL	-0.29	33.2
FANCM	1.12	92.08
FANK1	1.64	96.15
FAP	-1.11	6.86
FAR1	-0.21	38.58
FAR2	-0.84	11.18
FARP1	0.1	60.97
FARP2	0.37	75.31
FARS2	-0.07	48.69
FARSA	0.07	58.96
FARSB	-0.38	27.88
FAS	0.46	78.46
FASLG	-0.41	26.23
FASN	-3.39	0.38
FASTK	-0.25	35.99
FASTKD1	-0.13	44.05
FASTKD2	0.87	88.8
FASTKD3	0.29	71.57
FASTKD5	-0.73	14.2
FAT1	-0.39	27.06
FAT2	1.95	97.53
FAT3	NA	NA
FAT4	-0.5	21.82
FATE1	-0.16	41.64
FAU	0.24	68.72
FAXC	-0.07	48.35
FBF1	-0.69	14.84
FBL	-0.03	51.66
FBLIM1	0.51	80.24
FBLN1	-0.35	29.61
FBLN2	-1.09	6.99
FBLN5	-0.58	18.59
FBLN7	-0.64	16.63
FBN1	-2.81	0.64
FBN2	-1.87	2.02
FBN3	7.07	99.89
FBP1	-0.01	53.51
FBP2	0.49	79.46
FBRS	NA	NA
FBRSL1	NA	NA
FBXL12	-0.18	40.36
FBXL13	0.49	79.61
FBXL14	-0.58	18.59
FBXL15	NA	NA
FBXL16	-0.32	31.46
FBXL17	NA	NA
FBXL18	-0.8	12.49
FBXL19	-0.07	48.35
FBXL2	-0.21	38.58
FBXL20	-0.1	46.49
FBXL22	NA	NA
FBXL3	-0.32	31.46
FBXL4	-0.93	9.55
FBXL5	-0.96	9.09
FBXL6	-0.44	24.53
FBXL7	-0.67	15.76
FBXL8	NA	NA
FBXO10	-1.99	1.76
FBXO11	-0.69	15.12
FBXO15	-0.4	26.73
FBXO16	0.26	70.44
FBXO17	NA	NA
FBXO18	-2.03	1.68
FBXO2	NA	NA
FBXO21	-0.78	12.77
FBXO22	-0.03	51.66
FBXO24	-0.58	18.78
FBXO25	-0.16	42.06
FBXO27	NA	NA
FBXO28	0.06	58.26
FBXO3	-0.36	28.93
FBXO30	-0.27	34.82
FBXO31	-0.82	11.77
FBXO32	-0.05	50.01
FBXO33	-0.34	30.37
FBXO34	0.31	72.71
FBXO36	0.13	63
FBXO38	-0.88	10.5
FBXO39	1.35	94.4
FBXO4	0.02	55.22
FBXO40	-0.79	12.57
FBXO41	NA	NA
FBXO42	-0.62	17.36
FBXO43	0.04	57.41
FBXO44	0.22	68.38
FBXO45	-0.03	51.04
FBXO46	-0.45	24.19
FBXO47	0.28	71.41
FBXO48	-0.05	49.39
FBXO5	0.44	77.7
FBXO6	0.35	74.49
FBXO7	0.09	60.57
FBXO8	-0.18	39.95
FBXO9	-0.34	30.37
FBXW10	1.27	93.65
FBXW11	-0.47	23.04
FBXW12	0.78	87.18
FBXW2	-0.38	27.69
FBXW4	-0.63	17.03
FBXW5	-1.28	5.19
FBXW7	-0.11	45.36
FBXW8	-0.28	33.49
FBXW9	0.6	82.74
FCAMR	1.53	95.54
FCAR	0.4	76.31
FCER1A	0.13	63
FCER1G	0.35	73.79
FCER2	0.31	72.66
FCF1	-0.05	49.76
FCGBP	NA	NA
FCGR1A	NA	NA
FCGR1B	NA	NA
FCGR2A	0.84	88.36
FCGR2B	0.06	58.53
FCGR3A	0.44	77.8
FCGR3B	-0.12	45.13
FCGRT	-0.14	43.57
FCHO1	-1.1	6.91
FCHO2	0.06	58.85
FCHSD1	0.23	68.54
FCHSD2	-0.89	10.37
FCN1	-0.26	34.88
FCN2	0.58	82.3
FCN3	0.31	72.6
FCRL1	0.64	84.1
FCRL2	-0.2	39.17
FCRL3	1.25	93.48
FCRL4	0.51	80.3
FCRL5	2.27	98.25
FCRL6	0.27	70.69
FCRLA	0.49	79.46
FCRLB	0.75	86.65
FDCSP	-0.03	51.04
FDFT1	-1.13	6.48
FDPS	0.57	81.99
FDX1	NA	NA
FDX1L	0.35	74.18
FDXACB1	0.43	77.29
FDXR	0.54	81.07
FECH	0.04	57.31
FEM1A	0	53.73
FEM1B	-0.38	27.69
FEM1C	-0.63	17.03
FEN1	-0.12	44.89
FER	-0.44	24.6
FER1L6	-0.13	44.06
FERD3L	-0.19	39.68
FERMT1	-0.42	25.79
FERMT2	-0.69	15.2
FERMT3	-0.19	39.24
FES	-0.92	9.77
FETUB	0.62	83.42
FEV	NA	NA
FEZ1	-0.01	53.51
FEZ2	-0.07	48.35
FEZF1	-0.01	53.19
FEZF2	-0.19	39.68
FFAR1	0.24	69.21
FFAR2	0.46	78.59
FFAR3	0.15	64.74
FGA	-0.75	13.71
FGB	0.31	72.6
FGD1	-0.51	21.56
FGD2	0.45	78.02
FGD3	-1.08	7.2
FGD4	-0.16	42.16
FGD5	1.02	90.87
FGD6	-1.08	7.32
FGF1	0.01	54.95
FGF10	0.41	76.67
FGF11	-0.38	27.42
FGF12	-0.16	41.25
FGF13	-0.21	38.28
FGF14	-0.01	53.51
FGF17	-0.23	36.86
FGF18	-0.32	31.46
FGF19	NA	NA
FGF2	NA	NA
FGF20	NA	NA
FGF21	-0.34	30.56
FGF22	NA	NA
FGF23	0.08	60.09
FGF3	NA	NA
FGF4	NA	NA
FGF5	-0.03	51.92
FGF6	0.22	68.27
FGF7	0.06	58
FGF8	-0.32	31.46
FGF9	0.17	65.33
FGFBP1	0.55	81.48
FGFBP2	0.6	82.66
FGFBP3	NA	NA
FGFR1	-1.35	4.58
FGFR1OP	1.06	91.58
FGFR1OP2	-0.36	28.63
FGFR2	-1.5	3.57
FGFR3	-2.05	1.64
FGFR4	-1.17	6.07
FGFRL1	-0.77	13.1
FGG	-0.03	51.92
FGGY	0.34	73.7
FGL1	1.29	93.88
FGL2	-0.07	48.35
FGR	-0.89	10.3
FH	-0.47	23.25
FHDC1	0.97	90.21
FHIT	-0.56	19.31
FHL1	-0.03	51.4
FHL2	0.31	72.23
FHL3	0.28	71.41
FHL5	0.55	81.48
FHOD1	-1.21	5.71
FHOD3	-0.51	21.22
FIBCD1	NA	NA
FIBIN	-0.07	48.12
FIBP	-0.73	14.02
FICD	-0.84	11.36
FIG4	-0.31	32.17
FIGF	-0.43	25.15
FIGLA	NA	NA
FIGN	-1.02	8
FIGNL1	0.09	60.71
FILIP1	-0.46	23.69
FILIP1L	-1.19	5.87
FIP1L1	-0.58	18.44
FIS1	0.17	65.33
FITM1	-0.34	30.56
FITM2	0.02	55.22
FIZ1	NA	NA
FJX1	NA	NA
FKBP10	-0.75	13.71
FKBP11	-0.34	30.07
FKBP14	-0.16	41.64
FKBP15	0.21	67.54
FKBP1A	0.1	60.96
FKBP1B	-0.05	49.39
FKBP1C	NA	NA
FKBP2	0.06	58.26
FKBP3	-0.23	36.86
FKBP4	0.04	57.15
FKBP5	-0.03	51.92
FKBP6	0.24	69.21
FKBP7	-0.45	24
FKBP8	-0.58	18.72
FKBP9	0.13	63.36
FKBPL	0.22	68.13
FKRP	NA	NA
FKTN	0.58	82.25
FLAD1	-1.04	7.71
FLCN	-0.2	39.17
FLG	24.3	99.99
FLG2	2.28	98.27
FLI1	-0.89	10.3
FLII	-2.94	0.55
FLJ20306	NA	NA
FLJ27352	NA	NA
FLJ42280	0.79	87.3
FLJ43860	4.38	99.74
FLNA	-3.24	0.44
FLNB	-1.44	3.94
FLNC	-3.64	0.29
FLOT1	-0.52	21.2
FLOT2	-0.18	40.16
FLRT1	-0.71	14.78
FLRT2	-0.04	50.45
FLRT3	-0.09	46.99
FLT1	-1.52	3.44
FLT3	0.1	60.72
FLT3LG	-0.56	19.31
FLT4	0.71	85.53
FLVCR1	0.02	55.45
FLVCR2	0.35	74.49
FLYWCH1	-0.37	28.31
FLYWCH2	0.39	76.05
FMN1	0.86	88.64
FMN2	0.41	76.56
FMNL1	-1.06	7.48
FMNL2	0.14	63.62
FMNL3	-1.02	8.1
FMO1	1.09	91.85
FMO2	2.47	98.61
FMO3	1.04	91.31
FMO4	0.55	81.6
FMO5	0.07	58.96
FMO6P	NA	NA
FMOD	-0.42	25.56
FMR1	0.26	70.26
FMR1NB	-0.16	41.64
FN1	-2.32	1.19
FN3K	-0.14	43.57
FN3KRP	0.02	55.61
FNBP1	-0.16	42.06
FNBP1L	-0.78	12.77
FNBP4	0.51	80.24
FNDC1	2.67	98.85
FNDC3A	-1.55	3.28
FNDC3B	-0.63	16.77
FNDC4	-0.19	39.68
FNDC5	-0.25	35.42
FNDC7	1.38	94.6
FNDC8	-0.22	37.43
FNDC9	0.33	73.41
FNIP1	-0.57	19.01
FNIP2	-0.1	45.65
FNTA	-0.07	48.35
FNTB	-0.43	25.37
FOCAD	-0.19	39.26
FOLH1	1.33	94.21
FOLR1	0.46	78.28
FOLR2	0.06	58.53
FOLR3	NA	NA
FOLR4	NA	NA
FOPNL	-0.07	48.12
FOS	-0.05	50.01
FOSB	-0.12	44.89
FOSL1	0.02	55.22
FOSL2	-0.69	14.97
FOXA1	0.62	83.14
FOXA2	0.04	56.92
FOXA3	-0.49	22.09
FOXB1	-0.19	39.68
FOXB2	NA	NA
FOXC1	NA	NA
FOXC2	NA	NA
FOXD2	NA	NA
FOXD3	NA	NA
FOXD4	0.89	89.14
FOXD4L1	1.62	95.96
FOXD4L2	NA	NA
FOXD4L3	NA	NA
FOXD4L4	NA	NA
FOXD4L5	NA	NA
FOXD4L6	NA	NA
FOXE1	NA	NA
FOXE3	NA	NA
FOXF1	NA	NA
FOXF2	NA	NA
FOXG1	-0.25	35.42
FOXH1	0	53.85
FOXI1	-0.45	24.33
FOXI2	NA	NA
FOXJ1	NA	NA
FOXJ2	-0.6	18.06
FOXJ3	0.29	71.5
FOXK1	-1.11	6.83
FOXK2	-0.42	25.84
FOXL1	NA	NA
FOXL2	NA	NA
FOXM1	0.36	74.7
FOXN1	-0.22	37.7
FOXN2	-0.74	13.94
FOXN3	-0.36	29.31
FOXN4	-0.14	43.77
FOXO1	-0.47	23.43
FOXO3	-0.49	22.36
FOXO4	-0.23	36.86
FOXO6	NA	NA
FOXP1	-0.38	28.01
FOXP2	-0.82	11.68
FOXP3	-0.25	35.75
FOXP4	-0.95	9.27
FOXQ1	NA	NA
FOXR1	0.15	64.51
FOXR2	0.13	63
FOXRED1	-0.4	26.85
FOXRED2	0.59	82.35
FOXS1	0.13	63.49
FPGS	-0.53	20.7
FPGT	0.4	76.36
FPGT-TNNI3K	-0.39	27.08
FPR1	1.13	92.26
FPR2	-0.31	31.93
FPR3	-0.27	34.32
FRA10AC1	0.75	86.57
FRAS1	4.65	99.77
FRAT1	NA	NA
FRAT2	NA	NA
FREM1	-0.63	17.04
FREM2	-0.63	16.77
FREM3	4.07	99.68
FRG1	-0.25	35.42
FRG1B	NA	NA
FRG2	NA	NA
FRG2B	NA	NA
FRG2C	NA	NA
FRK	-0.33	30.74
FRMD1	1.12	92.1
FRMD3	0.64	84.05
FRMD4A	-1.57	3.17
FRMD4B	0.86	88.52
FRMD5	0.13	63.36
FRMD6	-0.91	10.03
FRMD7	0.31	72.38
FRMD8	-0.15	42.23
FRMPD1	1.71	96.44
FRMPD2	-0.65	16.15
FRMPD3	NA	NA
FRMPD4	-1.84	2.07
FRRS1	-0.11	45.49
FRRS1L	NA	NA
FRS2	-0.27	34.6
FRS3	0.29	71.57
FRY	-2.66	0.75
FRYL	-2.42	1.05
FRZB	0.44	77.8
FSBP	NA	NA
FSCB	1.98	97.63
FSCN1	-0.05	50.22
FSCN2	NA	NA
FSCN3	0.49	79.55
FSD1	-0.89	10.43
FSD1L	1.06	91.42
FSD2	-0.82	11.98
FSHB	0.04	56.64
FSHR	-0.11	45.49
FSIP1	1.56	95.66
FSIP2	NA	NA
FST	0.59	82.45
FSTL1	-0.32	31.69
FSTL3	NA	NA
FSTL4	-0.48	22.82
FSTL5	0.54	81.07
FTCD	-0.75	13.74
FTH1	0.1	61.28
FTHL17	1.24	93.29
FTL	-0.16	41.25
FTMT	0.37	75.12
FTO	-0.29	33.42
FTSJ1	-0.01	53.51
FTSJ2	-0.23	37.32
FTSJ3	0.07	59.16
FTSJD1	0.09	60.65
FTSJD2	-1.09	7.11
FUBP1	-0.29	33.2
FUBP3	-0.51	21.56
FUCA1	0.66	84.55
FUCA2	0.6	82.74
FUK	-0.92	9.83
FUNDC1	0.01	54.63
FUNDC2	-0.03	51.04
FUOM	0.39	75.87
FURIN	-0.79	12.57
FUS	-1	8.32
FUT1	-0.16	41.64
FUT10	0.45	77.98
FUT11	0.09	60.47
FUT2	0.82	88.04
FUT3	2.6	98.77
FUT4	NA	NA
FUT5	0.11	62.1
FUT6	0.18	66.13
FUT7	0.58	82.25
FUT8	-0.47	23.43
FUT9	0.13	63
FUZ	0.02	55.45
FXC1	0.3	72.01
FXN	0.41	76.67
FXR1	-0.65	16.36
FXR2	-0.53	20.7
FXYD1	0.52	80.46
FXYD2	0.19	66.82
FXYD3	0.73	86.08
FXYD4	0.35	73.97
FXYD5	0.66	84.44
FXYD6	0.24	68.72
FXYD6-FXYD2	NA	NA
FXYD7	0.06	58
FYB	-0.18	40.56
FYCO1	3.05	99.24
FYN	-0.54	20.54
FYTTD1	0.04	56.92
FZD1	-0.91	9.9
FZD10	-0.91	9.9
FZD2	0.48	79.25
FZD3	-0.89	10.3
FZD4	-0.33	30.7
FZD5	-0.21	38.58
FZD6	1	90.72
FZD7	-0.47	23.43
FZD8	-0.71	14.4
FZD9	-0.34	30.37
FZR1	-0.8	12.24
G0S2	0.13	62.74
G2E3	0.37	75.29
G3BP1	-0.36	28.63
G3BP2	-0.32	31.46
G6PC	-0.74	13.94
G6PC2	0.69	85.18
G6PC3	0.22	68.13
G6PD	-0.14	43.77
GAA	-1.16	6.1
GAB1	0	53.73
GAB2	-1.04	7.77
GAB3	-0.05	50.01
GAB4	1.03	91.07
GABARAP	0.1	60.96
GABARAPL1	0.06	58
GABARAPL2	-0.05	49.39
GABARAPL3	NA	NA
GABBR1	-0.43	25.37
GABBR2	-1.29	5.08
GABPA	-0.41	26.23
GABPB1	0.35	73.97
GABPB2	0.26	70.44
GABRA1	-0.45	24
GABRA2	-0.27	33.97
GABRA3	-0.05	49.76
GABRA4	0.26	70.26
GABRA5	-0.36	29.16
GABRA6	0.22	68.44
GABRB1	-0.36	28.93
GABRB2	-0.69	14.97
GABRB3	-0.49	22.36
GABRD	-0.51	21.65
GABRE	1.82	97.01
GABRG1	-0.8	12.24
GABRG2	-0.43	25.15
GABRG3	-0.09	46.74
GABRP	0.27	70.58
GABRQ	-0.76	13.33
GABRR1	0.02	55.61
GABRR2	0.07	59.11
GABRR3	-0.02	52.09
GAD1	-0.51	21.56
GAD2	-0.11	45.36
GADD45A	-0.03	51.04
GADD45B	-0.03	51.04
GADD45G	0.21	67.72
GADD45GIP1	0.55	81.22
GADL1	0.55	81.6
GAGE1	NA	NA
GAGE10	0.19	66.57
GAGE12C	NA	NA
GAGE12D	NA	NA
GAGE12E	NA	NA
GAGE12F	NA	NA
GAGE12G	NA	NA
GAGE12H	NA	NA
GAGE12I	NA	NA
GAGE12J	NA	NA
GAGE13	NA	NA
GAGE2A	NA	NA
GAGE2B	NA	NA
GAGE2C	NA	NA
GAGE2D	NA	NA
GAGE2E	NA	NA
GAK	-1.35	4.59
GAL	0.81	87.82
GAL3ST1	0.69	85.21
GAL3ST2	NA	NA
GAL3ST3	NA	NA
GAL3ST4	1.07	91.67
GALC	0.85	88.48
GALE	-0.56	19.73
GALK1	-0.84	11.18
GALK2	-0.18	40.36
GALM	-0.07	48.54
GALNS	0.47	78.85
GALNT1	-0.41	26.23
GALNT10	-1.2	5.79
GALNT11	-0.44	24.63
GALNT12	-0.73	14.08
GALNT13	-0.18	40.16
GALNT14	-0.22	37.66
GALNT2	-0.56	19.73
GALNT3	-0.38	28.11
GALNT4	0.42	77.23
GALNT5	-0.33	30.9
GALNT6	-0.55	19.93
GALNT7	0.44	77.85
GALNT8	1.63	96.04
GALNT9	-0.67	15.76
GALNTL1	-0.51	21.73
GALNTL2	-0.66	16.02
GALNTL4	-0.78	13.05
GALNTL5	1.42	94.92
GALNTL6	-0.82	11.68
GALP	0.48	79.04
GALR1	0.26	70.44
GALR2	1.17	92.7
GALR3	NA	NA
GALT	-0.14	43.77
GAMT	-0.09	46.74
GAN	-0.6	18.14
GANAB	-0.66	16.02
GANC	0.39	75.71
GAP43	-0.45	24
GAPDH	-0.4	26.53
GAPDHS	-0.13	43.91
GAPT	0.19	66.82
GAPVD1	-0.86	10.95
GAR1	0.35	73.97
GARNL3	-1.08	7.24
GARS	-0.71	14.57
GART	0.74	86.34
GAS1	NA	NA
GAS2	0.19	66.82
GAS2L1	0.37	75.29
GAS2L2	0.19	66.58
GAS2L3	0.89	89.27
GAS6	-0.44	24.68
GAS7	-0.54	20.54
GAS8	0.21	67.5
GAST	0.39	75.87
GATA1	-0.6	17.75
GATA2	-0.42	25.56
GATA3	-0.65	16.36
GATA4	NA	NA
GATA5	NA	NA
GATA6	NA	NA
GATAD1	-0.01	53.19
GATAD2A	-0.95	9.27
GATAD2B	-0.07	48.54
GATC	-0.1	46.49
GATM	-0.14	43.29
GATS	-0.25	35.42
GATSL1	NA	NA
GATSL2	NA	NA
GATSL3	-0.21	38.58
GBA	0.18	66.13
GBA2	-0.15	42.28
GBA3	0.78	87.14
GBAS	0.08	59.76
GBE1	0.62	83.53
GBF1	-3	0.54
GBGT1	1.67	96.3
GBP1	-0.08	47.2
GBP2	0.96	90.15
GBP3	3.02	99.23
GBP4	1.76	96.73
GBP5	0.53	81.01
GBP6	1.29	93.88
GBP7	0.94	89.87
GBX1	NA	NA
GBX2	-0.23	36.86
GC	0.04	57.31
GCA	0.53	80.58
GCAT	0.85	88.42
GCC1	0.25	69.57
GCC2	-1.63	2.86
GCDH	-0.51	21.65
GCET2	-0.45	24
GCFC1	-0.87	10.73
GCFC2	1.51	95.47
GCG	0.04	56.64
GCGR	0.19	67.03
GCH1	-0.1	46.2
GCHFR	-0.05	49.39
GCK	-0.36	28.93
GCKR	-0.73	14.2
GCLC	-0.47	23.43
GCLM	-0.16	41.25
GCM1	-0.09	46.92
GCM2	1.16	92.59
GCN1L1	-3.77	0.24
GCNT1	0.37	75.43
GCNT2	-1.3	4.95
GCNT3	0.45	77.98
GCNT4	0.33	73.41
GCOM1	0.62	83.47
GCSH	0.19	66.57
GDA	0.02	55.45
GDAP1	-0.69	14.97
GDAP1L1	-0.16	42.06
GDAP2	-0.6	17.91
GDE1	-0.25	35.75
GDF1	NA	NA
GDF10	0.08	60.31
GDF11	-0.05	49.76
GDF15	0.73	86.08
GDF2	-0.38	27.88
GDF3	0.42	76.96
GDF5	-0.07	48.69
GDF5OS	NA	NA
GDF6	NA	NA
GDF7	NA	NA
GDF9	-0.02	52.09
GDI1	-0.43	25.15
GDI2	-0.12	45.13
GDNF	0.19	66.82
GDPD1	-0.19	39.68
GDPD2	0.06	58.74
GDPD3	0.04	57.15
GDPD4	1.73	96.57
GDPD5	-1.28	5.11
GDPGP1	0.84	88.38
GEM	-0.01	53.51
GEMIN2	0.02	55.22
GEMIN4	3.4	99.45
GEMIN5	0.22	68.14
GEMIN6	-0.07	48.12
GEMIN7	-0.05	49.39
GEMIN8	0.13	63
GEN1	2.2	98.13
GET4	-1.27	5.24
GFAP	0.62	83.47
GFER	NA	NA
GFI1	0.33	73.27
GFI1B	0.22	68.38
GFM1	0.62	83.47
GFM2	1.16	92.59
GFOD1	-0.56	19.31
GFOD2	-0.67	15.76
GFPT1	-0.49	22.09
GFPT2	-0.82	11.94
GFRA1	-0.29	33.34
GFRA2	NA	NA
GFRA3	-0.34	30.37
GFRA4	NA	NA
GFRAL	0.95	90.06
GGA1	-1.11	6.83
GGA2	-0.98	8.85
GGA3	-0.64	16.71
GGCT	0.1	61.28
GGCX	-0.71	14.78
GGH	0.31	72.23
GGN	NA	NA
GGNBP2	-0.93	9.47
GGPS1	-0.32	31.46
GGT1	-0.09	46.92
GGT2	NA	NA
GGT5	-0.37	28.2
GGT6	0.51	80.24
GGT7	-0.64	16.53
GGTLC1	0.89	89.14
GGTLC2	NA	NA
GH1	0.31	72.6
GH2	0.71	85.63
GHDC	0.2	67.3
GHITM	-0.12	45.13
GHR	0.76	86.8
GHRH	0.17	65.33
GHRHR	-0.29	33.42
GHRL	0.62	83.14
GHSR	-0.09	46.92
GID4	NA	NA
GID8	-0.1	46.2
GIF	0.69	85.18
GIGYF1	-1.66	2.75
GIGYF2	-1.15	6.33
GIMAP1	0.28	71.27
GIMAP2	0.97	90.34
GIMAP4	0.31	72.38
GIMAP5	0.11	61.73
GIMAP6	1.06	91.58
GIMAP7	0.13	63.2
GIMAP8	-0.02	52.25
GIN1	0.6	82.66
GINM1	0.37	75.12
GINS1	0.3	72.01
GINS2	-0.74	13.94
GINS3	-0.12	44.89
GINS4	-0.27	33.97
GIP	0.53	80.73
GIPC1	0.11	61.73
GIPC2	-0.34	30.37
GIPC3	-0.14	43.29
GIPR	0.69	85.18
GIT1	-1.4	4.19
GIT2	-0.51	21.73
GJA1	-0.27	34.32
GJA10	-0.2	39.11
GJA3	NA	NA
GJA4	0.4	76.31
GJA5	-0.63	17.03
GJA8	-0.18	40.36
GJA9	0.95	90.06
GJB1	0.21	67.72
GJB2	0.66	84.55
GJB3	0.2	67.3
GJB4	0.64	84.1
GJB5	-0.05	50.22
GJB6	0.26	70.26
GJB7	1.15	92.47
GJC1	-0.12	44.89
GJC2	NA	NA
GJC3	0.19	67.03
GJD2	-0.27	34.32
GJD3	NA	NA
GJD4	NA	NA
GK	-0.27	33.97
GK2	-0.09	47.06
GK5	-0.58	18.44
GKAP1	-0.38	27.42
GKN1	-0.18	39.95
GKN2	0.55	81.38
GLA	0.04	56.92
GLB1	0.58	82.25
GLB1L	-0.4	26.85
GLB1L2	-0.88	10.5
GLB1L3	-0.86	10.89
GLCCI1	-0.54	20.26
GLCE	0.09	60.47
GLDC	-0.67	15.41
GLDN	1.42	94.92
GLE1	-0.09	47.06
GLG1	-1.68	2.65
GLI1	-0.88	10.56
GLI2	-1.24	5.38
GLI3	-1.31	4.83
GLI4	NA	NA
GLIPR1	-0.43	25.37
GLIPR1L1	-0.14	43.29
GLIPR1L2	0.24	69.21
GLIPR2	-0.38	27.42
GLIS1	0.7	85.29
GLIS2	-0.18	40.36
GLIS3	-0.01	52.86
GLMN	1.29	93.8
GLO1	-0.05	49.76
GLOD4	-0.14	43.77
GLOD5	0.84	88.18
GLP1R	0.13	63.57
GLP2R	1.02	91.05
GLRA1	-0.51	21.56
GLRA2	-0.1	46.49
GLRA3	-0.67	15.76
GLRA4	1.17	92.73
GLRB	-1	8.32
GLRX	-0.21	38.28
GLRX2	0.39	75.87
GLRX3	-0.07	48.35
GLRX5	NA	NA
GLS	0.15	64.32
GLS2	-0.54	20.54
GLT1D1	0.15	64.61
GLT25D1	-1.5	3.57
GLT25D2	-0.64	16.63
GLT6D1	1.33	94.17
GLT8D1	-0.07	48.35
GLT8D2	-0.11	45.26
GLTP	-0.14	43.29
GLTPD1	0.11	61.73
GLTPD2	NA	NA
GLTSCR1	NA	NA
GLTSCR2	0.4	76.41
GLUD1	-0.03	51.4
GLUD2	0.15	64.51
GLUL	-0.43	25.15
GLYAT	0.24	69.21
GLYATL1	-1.16	6.17
GLYATL2	0.95	90.01
GLYATL3	0.46	78.28
GLYCTK	0.24	69.46
GLYR1	-0.89	10.3
GM2A	0.68	84.93
GMCL1	-0.45	24.19
GMDS	-0.3	32.62
GMEB1	-0.47	23.25
GMEB2	-0.73	14.08
GMFB	-0.01	52.85
GMFG	-0.03	51.4
GMIP	0.32	72.83
GML	0.55	81.38
GMNC	1.41	94.84
GMNN	0.99	90.52
GMPPA	-0.29	33.34
GMPPB	-0.34	30.56
GMPR	-0.31	31.93
GMPR2	-0.18	40.16
GMPS	-0.25	35.99
GNA11	-0.14	43.57
GNA12	-0.47	23.04
GNA13	0.08	60.09
GNA14	-0.13	43.91
GNA15	-0.49	22.51
GNAI1	-0.16	41.64
GNAI2	-0.34	30.37
GNAI3	-0.25	35.42
GNAL	-0.3	32.62
GNAO1	-0.74	13.94
GNAQ	-0.25	35.42
GNAS	-0.02	52.32
GNAT1	-0.6	17.75
GNAT2	0.02	55.22
GNAT3	0.48	79.25
GNAZ	-0.85	11.06
GNB1	-0.32	31.46
GNB1L	0.69	85.18
GNB2	-0.49	22.36
GNB2L1	-0.1	46.2
GNB3	-0.4	26.73
GNB4	-0.03	51.4
GNB5	-0.58	18.72
GNE	-0.03	51.92
GNG10	NA	NA
GNG11	0.06	58
GNG12	-0.01	52.85
GNG13	-0.08	47.79
GNG2	0.06	58
GNG3	0.17	65.04
GNG4	0.06	58
GNG5	0.15	63.81
GNG5P2	NA	NA
GNG7	0.08	59.43
GNG8	0.15	63.81
GNGT1	0.19	66.57
GNGT2	0.5	79.79
GNL1	-0.45	24.33
GNL2	-1	8.54
GNL3	0.8	87.59
GNL3L	-0.31	32.06
GNLY	1.1	91.96
GNMT	0.06	58.53
GNPAT	-0.2	39.11
GNPDA1	-0.47	23.04
GNPDA2	-0.21	38.28
GNPNAT1	-0.05	49.39
GNPTAB	-1.37	4.51
GNPTG	-0.33	30.7
GNRH1	0.68	84.81
GNRH2	0.24	68.98
GNRHR	-0.12	45.13
GNS	-0.31	31.93
GOLGA1	0.03	55.79
GOLGA2	0.36	74.7
GOLGA3	-0.57	18.97
GOLGA4	0.07	59.05
GOLGA5	0.27	70.69
GOLGA6A	NA	NA
GOLGA6B	NA	NA
GOLGA6C	NA	NA
GOLGA6D	NA	NA
GOLGA6L1	NA	NA
GOLGA6L10	NA	NA
GOLGA6L2	NA	NA
GOLGA6L4	NA	NA
GOLGA6L6	NA	NA
GOLGA6L9	NA	NA
GOLGA7	-0.01	52.85
GOLGA7B	0.13	62.74
GOLGA8A	NA	NA
GOLGA8B	NA	NA
GOLGA8F	NA	NA
GOLGA8G	NA	NA
GOLGA8H	NA	NA
GOLGA8I	NA	NA
GOLGA8J	NA	NA
GOLGA8K	NA	NA
GOLGA8M	NA	NA
GOLGA8O	NA	NA
GOLGA8Q	NA	NA
GOLGA8R	NA	NA
GOLGA8S	NA	NA
GOLGA8T	NA	NA
GOLGB1	-0.21	37.77
GOLIM4	-0.33	30.82
GOLM1	0.64	84.05
GOLPH3	-0.36	28.63
GOLPH3L	0.04	56.92
